10,0:00:00.004000
11,0:00:00.008000
12,0:00:00.016001
13,0:00:00.036002
14,0:00:00.075004
15,0:00:00.150009
16,0:00:00.314018
17,0:00:00.718041
18,0:00:01.456083
19,0:00:03.058175
20,0:00:06.308361
21,0:00:13.012744
22,0:00:25.980486
23,0:00:55.587179
24,0:01:54.358541
25,0:04:03.246913
