10,0:00:00.003001
11,0:00:00.007000
12,0:00:00.015001
13,0:00:00.032002
14,0:00:00.068004
15,0:00:00.145008
16,0:00:00.308018
17,0:00:00.652038
18,0:00:01.360078
19,0:00:02.936168
20,0:00:05.802332
21,0:00:12.212699
22,0:00:25.150439
23,0:00:52.473001
24,0:01:47.318139
25,0:03:50.471182
