10,0:00:00.003000
11,0:00:00.007000
12,0:00:00.015001
13,0:00:00.033002
14,0:00:00.070004
15,0:00:00.145008
16,0:00:00.306017
17,0:00:00.647037
18,0:00:01.334076
19,0:00:02.847163
20,0:00:05.821333
21,0:00:12.294703
22,0:00:25.355450
23,0:00:53.067035
24,0:01:48.371199
25,0:03:46.019928
