10,0:00:00.003000
11,0:00:00.007000
12,0:00:00.016001
13,0:00:00.035002
14,0:00:00.070004
15,0:00:00.147009
16,0:00:00.309018
17,0:00:00.690040
18,0:00:01.336076
19,0:00:02.946168
20,0:00:05.939339
21,0:00:12.736728
22,0:00:25.635466
23,0:00:56.608238
24,0:01:54.606555
25,0:04:02.759885
