10,0:00:00.004000
11,0:00:00.008001
12,0:00:00.015001
13,0:00:00.034001
14,0:00:00.072004
15,0:00:00.152009
16,0:00:00.312018
17,0:00:00.683039
18,0:00:01.387079
19,0:00:03.028173
20,0:00:08.168467
21,0:00:12.901738
22,0:00:26.100493
23,0:01:00.796477
24,0:01:54.771564
25,0:04:04.398979
