10,0:00:00.004000
11,0:00:00.008001
12,0:00:00.016001
13,0:00:00.038002
14,0:00:00.074004
15,0:00:00.156009
16,0:00:00.323018
17,0:00:00.741042
18,0:00:01.429082
19,0:00:03.032173
20,0:00:06.289360
21,0:00:13.212756
22,0:00:27.041547
23,0:00:56.492231
24,0:01:56.122641
25,0:04:06.519100
